Time	Speed
10/10/2014 5:38:36	0
10/10/2014 5:38:46	-1
10/10/2014 5:38:56	-2
10/10/2014 5:39:06	0
10/10/2014 5:41:57	0
10/10/2014 5:42:07	14
10/10/2014 5:42:17	15
10/10/2014 5:42:27	16
10/10/2014 5:42:47	20
10/10/2014 5:42:57	16
10/10/2014 5:43:07	23
10/10/2014 5:43:17	23
10/10/2014 5:43:30	20
10/10/2014 5:43:37	19
10/10/2014 5:43:47	19
10/10/2014 5:43:57	15
10/10/2014 5:44:07	18
10/10/2014 5:44:17	19
10/10/2014 5:44:27	19
10/10/2014 5:44:37	23
10/10/2014 5:44:47	22
10/10/2014 5:44:57	23
10/10/2014 5:45:07	19
10/10/2014 5:45:17	16
10/10/2014 5:45:27	15
10/10/2014 5:45:30	15
10/10/2014 5:45:33	15
10/10/2014 5:45:37	17
10/10/2014 5:46:07	16
10/10/2014 5:46:17	15
10/10/2014 5:46:30	19
10/10/2014 5:46:37	15
10/10/2014 5:46:47	20
10/10/2014 5:46:57	20
10/10/2014 5:47:07	17
10/10/2014 5:47:17	18
10/10/2014 5:47:27	14
10/10/2014 5:47:47	-2
10/10/2014 5:47:57	-4
10/10/2014 5:48:07	-1
10/10/2014 5:48:17	-2
10/10/2014 5:48:33	-3
10/10/2014 5:48:37	0
10/10/2014 5:48:47	0
10/10/2014 5:48:50	0
10/10/2014 5:48:53	0
10/10/2014 5:48:57	0
10/10/2014 5:49:07	14
10/10/2014 5:49:17	0
10/10/2014 5:49:27	16
10/10/2014 5:49:30	16
10/10/2014 5:49:37	15
10/10/2014 5:49:47	14
10/10/2014 5:49:57	1
10/10/2014 5:50:07	-3
10/10/2014 5:50:17	0
10/10/2014 5:50:34	0
10/10/2014 5:50:37	0
10/10/2014 5:50:47	0
10/10/2014 5:50:57	1
